ID,Prob1
103864, 0.35
103865, 0.27
103866, 0.29
103867, 0.33
103868, 0.25
103869, 0.56
103870, 0.35
103871, 0.59
103872, 0.31
103873, 0.35
103874, 0.59
103875, 0.38
103876, 0.28
103877, 0.21
103878, 0.30
103879, 0.19
103880, 0.30
103881, 0.27
103882, 0.22
103883, 0.39
103884, 0.59
103885, 0.26
103886, 0.59
103887, 0.59
103888, 0.30
103889, 0.29
103890, 0.32
103891, 0.26
103892, 0.59
103893, 0.36
103894, 0.25
103895, 0.35
103896, 0.29
103897, 0.35
103898, 0.33
103899, 0.34
103900, 0.32
103901, 0.36
103902, 0.49
103903, 0.28
103904, 0.42
103905, 0.59
103906, 0.36
103907, 0.31
103908, 0.02
103909, 0.26
103910, 0.31
103911, 0.38
103912, 0.50
103913, 0.25
103914, 0.28
103915, 0.37
103916, 0.55
103917, 0.28
103918, 0.59
103919, 0.31
103920, 0.59
103921, 0.32
103922, 0.38
103923, 0.27
103924, 0.32
103925, 0.54
103926, 0.38
103927, 0.38
103928, 0.28
103929, 0.56
103930, 0.34
103931, 0.28
103932, 0.34
103933, 0.44
103934, 0.38
103935, 0.22
103936, 0.33
103937, 0.32
103938, 0.51
103939, 0.25
103940, 0.59
103941, 0.29
103942, 0.47
103943, 0.34
103944, 0.31
103945, 0.59
103946, 0.37
103947, 0.27
103948, 0.31
103949, 0.59
103950, 0.18
103951, 0.30
103952, 0.27
103953, 0.27
103954, 0.32
103955, 0.24
103956, 0.33
103957, 0.26
103958, 0.59
103959, 0.27
103960, 0.56
103961, 0.32
103962, 0.28
103963, 0.28
103964, 0.18
103965, 0.42
103966, 0.40
103967, 0.23
103968, 0.42
103969, 0.40
103970, 0.59
103971, 0.38
103972, 0.29
103973, 0.59
103974, 0.59
103975, 0.59
103976, 0.27
103977, 0.28
103978, 0.24
103979, 0.32
103980, 0.33
103981, 0.57
103982, 0.27
103983, 0.32
103984, 0.37
103985, 0.59
103986, 0.45
103987, 0.46
103988, 0.26
103989, 0.37
103990, 0.26
103991, 0.34
103992, 0.20
103993, 0.39
103994, 0.50
103995, 0.34
103996, 0.29
103997, 0.41
103998, 0.27
103999, 0.55
104000, 0.31
104001, 0.29
104002, 0.38
104003, 0.27
104004, 0.39
104005, 0.27
104006, 0.27
104007, 0.39
104008, 0.45
104009, 0.43
104010, 0.31
104011, 0.33
104012, 0.27
104013, 0.00
104014, 0.59
104015, 0.34
104016, 0.59
104017, 0.36
104018, 0.36
104019, 0.34
104020, 0.31
104021, 0.09
104022, 0.36
104023, 0.59
104024, 0.38
104025, 0.55
104026, 0.59
104027, 0.32
104028, 0.50
104029, 0.37
104030, 0.31
104031, 0.42
104032, 0.26
104033, 0.27
104034, 0.33
104035, 0.59
104036, 0.47
104037, 0.59
104038, 0.36
104039, 0.24
104040, 0.27
104041, 0.27
104042, 0.59
104043, 0.35
104044, 0.35
104045, 0.54
104046, 0.59
104047, 0.59
104048, 0.20
104049, 0.29
104050, 0.51
104051, 0.29
104052, 0.44
104053, 0.27
104054, 0.33
104055, 0.59
104056, 0.30
104057, 0.59
104058, 0.46
104059, 0.37
104060, 0.59
104061, 0.59
104062, 0.26
104063, 0.59
104064, 0.32
104065, 0.27
104066, 0.59
104067, 0.28
104068, 0.24
104069, 0.23
104070, 0.57
104071, 0.29
104072, 0.45
104073, 0.39
104074, 0.34
104075, 0.32
104076, 0.26
104077, 0.59
104078, 0.38
104079, 0.38
104080, 0.53
104081, 0.43
104082, 0.29
104083, 0.30
104084, 0.21
104085, 0.27
104086, 0.25
104087, 0.59
104088, 0.51
104089, 0.22
104090, 0.42
104091, 0.59
104092, 0.29
104093, 0.44
104094, 0.59
104095, 0.23
104096, 0.59
104097, 0.59
104098, 0.36
104099, 0.40
104100, 0.21
104101, 0.29
104102, 0.29
104103, 0.59
104104, 0.59
104105, 0.28
104106, 0.57
104107, 0.40
104108, 0.28
104109, 0.59
104110, 0.38
104111, 0.27
104112, 0.27
104113, 0.28
104114, 0.39
104115, 0.32
104116, 0.38
104117, 0.43
104118, 0.29
104119, 0.39
104120, 0.29
104121, 0.49
104122, 0.28
104123, 0.45
104124, 0.30
104125, 0.33
104126, 0.17
104127, 0.51
104128, 0.27
104129, 0.27
104130, 0.38
104131, 0.59
104132, 0.24
104133, 0.27
104134, 0.26
104135, 0.30
104136, 0.31
104137, 0.37
104138, 0.50
104139, 0.23
104140, 0.27
104141, 0.32
104142, 0.37
104143, 0.28
104144, 0.59
104145, 0.27
104146, 0.31
104147, 0.27
104148, 0.27
104149, 0.28
104150, 0.33
104151, 0.33
104152, 0.35
104153, 0.45
104154, 0.36
104155, 0.27
104156, 0.59
104157, 0.33
104158, 0.38
104159, 0.35
104160, 0.59
104161, 0.33
104162, 0.31
104163, 0.28
104164, 0.29
104165, 0.44
104166, 0.43
104167, 0.48
104168, 0.26
104169, 0.30
104170, 0.34
104171, 0.39
104172, 0.58
104173, 0.31
104174, 0.31
104175, 0.59
104176, 0.38
104177, 0.28
104178, 0.28
104179, 0.32
104180, 0.59
104181, 0.27
104182, 0.23
104183, 0.36
104184, 0.34
104185, 0.55
104186, 0.25
104187, 0.26
104188, 0.37
104189, 0.45
104190, 0.33
104191, 0.27
104192, 0.27
104193, 0.30
104194, 0.59
104195, 0.40
104196, 0.30
104197, 0.27
104198, 0.43
104199, 0.20
104200, 0.57
104201, 0.35
104202, 0.39
104203, 0.29
104204, 0.28
104205, 0.34
104206, 0.35
104207, 0.27
104208, 0.23
104209, 0.24
104210, 0.41
104211, 0.28
104212, 0.59
104213, 0.32
104214, 0.59
104215, 0.39
104216, 0.59
104217, 0.39
104218, 0.41
104219, 0.28
104220, 0.38
104221, 0.59
104222, 0.40
104223, 0.53
104224, 0.29
104225, 0.29
104226, 0.28
104227, 0.59
104228, 0.22
104229, 0.36
104230, 0.38
104231, 0.26
104232, 0.28
104233, 0.43
104234, 0.22
104235, 0.21
104236, 0.47
104237, 0.32
104238, 0.32
104239, 0.40
104240, 0.36
104241, 0.40
104242, 0.33
104243, 0.41
104244, 0.39
104245, 0.29
104246, 0.29
104247, 0.39
104248, 0.44
104249, 0.32
104250, 0.59
104251, 0.46
104252, 0.32
104253, 0.35
104254, 0.34
104255, 0.59
104256, 0.36
104257, 0.37
104258, 0.28
104259, 0.35
104260, 0.42
104261, 0.36
104262, 0.40
104263, 0.59
104264, 0.30
104265, 0.29
104266, 0.50
104267, 0.56
104268, 0.43
104269, 0.28
104270, 0.59
104271, 0.37
104272, 0.55
104273, 0.33
104274, 0.41
104275, 0.22
104276, 0.39
104277, 0.59
104278, 0.34
104279, 0.27
104280, 0.43
104281, 0.45
104282, 0.25
104283, 0.38
104284, 0.36
104285, 0.42
104286, 0.59
104287, 0.59
104288, 0.30
104289, 0.43
104290, 0.41
104291, 0.32
104292, 0.32
104293, 0.36
104294, 0.47
104295, 0.59
104296, 0.46
104297, 0.52
104298, 0.38
104299, 0.56
104300, 0.59
104301, 0.30
104302, 0.59
104303, 0.27
104304, 0.30
104305, 0.32
104306, 0.51
104307, 0.30
104308, 0.28
104309, 0.43
104310, 0.23
104311, 0.30
104312, 0.56
104313, 0.35
104314, 0.53
104315, 0.59
104316, 0.29
104317, 0.32
104318, 0.59
104319, 0.58
104320, 0.48
104321, 0.27
104322, 0.30
104323, 0.29
104324, 0.45
104325, 0.27
104326, 0.59
104327, 0.35
104328, 0.38
104329, 0.40
104330, 0.27
104331, 0.44
104332, 0.29
104333, 0.37
104334, 0.27
104335, 0.41
104336, 0.19
104337, 0.47
104338, 0.33
104339, 0.59
104340, 0.59
104341, 0.25
104342, 0.59
104343, 0.59
104344, 0.59
104345, 0.39
104346, 0.41
104347, 0.31
104348, 0.25
104349, 0.24
104350, 0.42
104351, 0.27
104352, 0.35
104353, 0.33
104354, 0.59
104355, 0.59
104356, 0.38
104357, 0.44
104358, 0.27
104359, 0.26
104360, 0.51
104361, 0.33
104362, 0.59
104363, 0.29
104364, 0.22
104365, 0.30
104366, 0.59
104367, 0.55
104368, 0.48
104369, 0.54
104370, 0.27
104371, 0.27
104372, 0.41
104373, 0.35
104374, 0.59
104375, 0.59
104376, 0.20
104377, 0.34
104378, 0.38
104379, 0.33
104380, 0.54
104381, 0.49
104382, 0.35
104383, 0.59
104384, 0.23
104385, 0.29
104386, 0.31
104387, 0.26
104388, 0.53
104389, 0.59
104390, 0.33
104391, 0.39
104392, 0.44
104393, 0.36
104394, 0.20
104395, 0.33
104396, 0.59
104397, 0.36
104398, 0.50
104399, 0.36
104400, 0.41
104401, 0.33
104402, 0.28
104403, 0.34
104404, 0.54
104405, 0.30
104406, 0.33
104407, 0.33
104408, 0.28
104409, 0.32
104410, 0.29
104411, 0.53
104412, 0.51
104413, 0.22
104414, 0.33
104415, 0.25
104416, 0.35
104417, 0.38
104418, 0.29
104419, 0.26
104420, 0.24
104421, 0.28
104422, 0.56
104423, 0.42
104424, 0.24
104425, 0.24
104426, 0.48
104427, 0.32
104428, 0.39
104429, 0.32
104430, 0.59
104431, 0.59
104432, 0.30
104433, 0.35
104434, 0.33
104435, 0.43
104436, 0.28
104437, 0.37
104438, 0.48
104439, 0.37
104440, 0.20
104441, 0.34
104442, 0.37
104443, 0.28
104444, 0.59
104445, 0.19
104446, 0.39
104447, 0.30
104448, 0.27
104449, 0.23
104450, 0.37
104451, 0.30
104452, 0.22
104453, 0.42
104454, 0.33
104455, 0.42
104456, 0.41
104457, 0.33
104458, 0.30
104459, 0.33
104460, 0.27
104461, 0.59
104462, 0.59
104463, 0.29
104464, 0.32
104465, 0.27
104466, 0.28
104467, 0.37
104468, 0.26
104469, 0.27
104470, 0.28
104471, 0.51
104472, 0.38
104473, 0.24
104474, 0.28
104475, 0.28
104476, 0.34
104477, 0.36
104478, 0.49
104479, 0.59
104480, 0.46
104481, 0.57
104482, 0.44
104483, 0.34
104484, 0.26
104485, 0.22
104486, 0.59
104487, 0.27
104488, 0.30
104489, 0.59
104490, 0.41
104491, 0.34
104492, 0.38
104493, 0.27
104494, 0.33
104495, 0.35
104496, 0.35
104497, 0.27
104498, 0.31
104499, 0.36
104500, 0.36
104501, 0.40
104502, 0.22
104503, 0.35
104504, 0.28
104505, 0.34
104506, 0.59
104507, 0.41
104508, 0.41
104509, 0.42
104510, 0.56
104511, 0.40
104512, 0.32
104513, 0.35
104514, 0.31
104515, 0.43
104516, 0.30
104517, 0.47
104518, 0.29
104519, 0.59
104520, 0.59
104521, 0.30
104522, 0.32
104523, 0.31
104524, 0.28
104525, 0.28
104526, 0.32
104527, 0.37
104528, 0.33
104529, 0.37
104530, 0.59
104531, 0.23
104532, 0.32
104533, 0.56
104534, 0.28
104535, 0.34
104536, 0.46
104537, 0.31
104538, 0.49
104539, 0.28
104540, 0.27
104541, 0.59
104542, 0.38
104543, 0.35
104544, 0.45
104545, 0.30
104546, 0.38
104547, 0.29
104548, 0.27
104549, 0.34
104550, 0.39
104551, 0.27
104552, 0.39
104553, 0.27
104554, 0.45
104555, 0.28
104556, 0.59
104557, 0.37
104558, 0.47
104559, 0.36
104560, 0.52
104561, 0.27
104562, 0.46
104563, 0.27
104564, 0.41
104565, 0.32
104566, 0.40
104567, 0.27
104568, 0.32
104569, 0.37
104570, 0.27
104571, 0.35
104572, 0.24
104573, 0.58
104574, 0.29
104575, 0.33
104576, 0.21
104577, 0.37
104578, 0.46
104579, 0.28
104580, 0.22
104581, 0.47
104582, 0.32
104583, 0.37
104584, 0.27
104585, 0.59
104586, 0.36
104587, 0.39
104588, 0.21
104589, 0.59
104590, 0.36
104591, 0.39
104592, 0.55
104593, 0.26
104594, 0.23
104595, 0.27
104596, 0.59
104597, 0.40
104598, 0.34
104599, 0.29
104600, 0.30
104601, 0.43
104602, 0.45
104603, 0.39
104604, 0.31
104605, 0.59
104606, 0.23
104607, 0.57
104608, 0.37
104609, 0.29
104610, 0.51
104611, 0.45
104612, 0.22
104613, 0.59
104614, 0.36
104615, 0.46
104616, 0.46
104617, 0.25
104618, 0.34
104619, 0.59
104620, 0.26
104621, 0.29
104622, 0.55
104623, 0.24
104624, 0.35
104625, 0.59
104626, 0.35
104627, 0.35
104628, 0.29
104629, 0.30
104630, 0.59
104631, 0.28
104632, 0.44
104633, 0.42
104634, 0.31
104635, 0.21
104636, 0.59
104637, 0.27
104638, 0.36
104639, 0.34
104640, 0.40
104641, 0.35
104642, 0.40
104643, 0.24
104644, 0.40
104645, 0.50
104646, 0.59
104647, 0.56
104648, 0.28
104649, 0.35
104650, 0.59
104651, 0.32
104652, 0.53
104653, 0.23
104654, 0.32
104655, 0.40
104656, 0.47
104657, 0.48
104658, 0.25
104659, 0.59
104660, 0.56
104661, 0.59
104662, 0.33
104663, 0.39
104664, 0.26
104665, 0.33
104666, 0.23
104667, 0.26
104668, 0.40
104669, 0.34
104670, 0.27
104671, 0.27
104672, 0.37
104673, 0.59
104674, 0.31
104675, 0.28
104676, 0.34
104677, 0.41
104678, 0.29
104679, 0.26
104680, 0.59
104681, 0.48
104682, 0.33
104683, 0.26
104684, 0.59
104685, 0.59
104686, 0.59
104687, 0.52
104688, 0.33
104689, 0.29
104690, 0.40
104691, 0.33
104692, 0.35
104693, 0.31
104694, 0.33
104695, 0.29
104696, 0.55
104697, 0.28
104698, 0.26
104699, 0.28
104700, 0.31
104701, 0.43
104702, 0.36
104703, 0.41
104704, 0.53
104705, 0.31
104706, 0.23
104707, 0.34
104708, 0.33
104709, 0.46
104710, 0.59
104711, 0.31
104712, 0.26
104713, 0.35
104714, 0.25
104715, 0.40
104716, 0.30
104717, 0.52
104718, 0.34
104719, 0.34
104720, 0.33
104721, 0.32
104722, 0.34
104723, 0.59
104724, 0.22
104725, 0.38
104726, 0.38
104727, 0.38
104728, 0.45
104729, 0.45
104730, 0.27
104731, 0.34
104732, 0.49
104733, 0.59
104734, 0.43
104735, 0.45
104736, 0.59
104737, 0.27
104738, 0.35
104739, 0.45
104740, 0.38
104741, 0.43
104742, 0.20
104743, 0.33
104744, 0.31
104745, 0.29
104746, 0.59
104747, 0.42
104748, 0.27
104749, 0.28
104750, 0.59
104751, 0.27
104752, 0.45
104753, 0.58
104754, 0.21
104755, 0.21
104756, 0.33
104757, 0.38
104758, 0.41
104759, 0.32
104760, 0.50
104761, 0.59
104762, 0.56
104763, 0.35
104764, 0.38
104765, 0.59
104766, 0.29
104767, 0.32
104768, 0.32
104769, 0.32
104770, 0.32
104771, 0.37
104772, 0.35
104773, 0.49
104774, 0.34
104775, 0.47
104776, 0.44
104777, 0.59
104778, 0.37
104779, 0.28
104780, 0.22
104781, 0.29
104782, 0.03
104783, 0.29
104784, 0.32
104785, 0.31
104786, 0.26
104787, 0.51
104788, 0.34
104789, 0.45
104790, 0.37
104791, 0.34
104792, 0.30
104793, 0.52
104794, 0.35
104795, 0.59
104796, 0.25
104797, 0.36
104798, 0.25
104799, 0.42
104800, 0.31
104801, 0.59
104802, 0.40
104803, 0.38
104804, 0.22
104805, 0.59
104806, 0.59
104807, 0.32
104808, 0.46
104809, 0.39
104810, 0.59
104811, 0.45
104812, 0.45
104813, 0.41
104814, 0.27
104815, 0.26
104816, 0.30
104817, 0.35
104818, 0.34
104819, 0.30
104820, 0.40
104821, 0.27
104822, 0.29
104823, 0.37
104824, 0.27
104825, 0.29
104826, 0.29
104827, 0.59
104828, 0.59
104829, 0.27
104830, 0.40
104831, 0.36
104832, 0.23
104833, 0.28
104834, 0.41
104835, 0.35
104836, 0.35
104837, 0.39
104838, 0.27
104839, 0.34
104840, 0.36
104841, 0.16
104842, 0.48
104843, 0.28
104844, 0.32
104845, 0.25
104846, 0.27
104847, 0.32
104848, 0.32
104849, 0.59
104850, 0.27
104851, 0.51
104852, 0.42
104853, 0.52
104854, 0.21
104855, 0.59
104856, 0.27
104857, 0.28
104858, 0.38
104859, 0.23
104860, 0.32
104861, 0.32
104862, 0.31
104863, 0.22
104864, 0.42
104865, 0.29
104866, 0.35
104867, 0.30
104868, 0.59
104869, 0.30
104870, 0.27
104871, 0.22
104872, 0.59
104873, 0.59
104874, 0.30
104875, 0.34
104876, 0.22
104877, 0.46
104878, 0.27
104879, 0.40
104880, 0.45
104881, 0.31
104882, 0.59
104883, 0.39
104884, 0.59
104885, 0.36
104886, 0.35
104887, 0.33
104888, 0.32
104889, 0.36
104890, 0.23
104891, 0.28
104892, 0.44
104893, 0.36
104894, 0.46
104895, 0.32
104896, 0.30
104897, 0.38
104898, 0.34
104899, 0.37
104900, 0.30
104901, 0.27
104902, 0.57
104903, 0.33
104904, 0.28
104905, 0.59
104906, 0.23
104907, 0.31
104908, 0.25
104909, 0.33
104910, 0.54
104911, 0.32
104912, 0.48
104913, 0.34
104914, 0.40
104915, 0.36
104916, 0.26
104917, 0.25
104918, 0.32
104919, 0.22
104920, 0.38
104921, 0.32
104922, 0.37
104923, 0.59
104924, 0.34
104925, 0.23
104926, 0.29
104927, 0.59
104928, 0.58
104929, 0.37
104930, 0.27
104931, 0.27
104932, 0.45
104933, 0.31
104934, 0.59
104935, 0.32
104936, 0.30
104937, 0.34
104938, 0.59
104939, 0.28
104940, 0.59
104941, 0.36
104942, 0.28
104943, 0.33
104944, 0.40
104945, 0.28
104946, 0.27
104947, 0.37
104948, 0.30
104949, 0.52
104950, 0.26
104951, 0.37
104952, 0.38
104953, 0.36
104954, 0.33
104955, 0.29
104956, 0.47
104957, 0.28
104958, 0.32
104959, 0.59
104960, 0.41
104961, 0.42
104962, 0.31
104963, 0.57
104964, 0.27
104965, 0.25
104966, 0.28
104967, 0.59
104968, 0.31
104969, 0.23
104970, 0.30
104971, 0.39
104972, 0.42
104973, 0.42
104974, 0.32
104975, 0.29
104976, 0.59
104977, 0.22
104978, 0.31
104979, 0.27
104980, 0.59
104981, 0.38
104982, 0.34
104983, 0.28
104984, 0.31
104985, 0.35
104986, 0.48
104987, 0.35
104988, 0.35
104989, 0.59
104990, 0.53
104991, 0.29
104992, 0.59
104993, 0.53
104994, 0.29
104995, 0.27
104996, 0.30
104997, 0.27
104998, 0.32
104999, 0.31
105000, 0.20
105001, 0.33
105002, 0.32
105003, 0.33
105004, 0.25
105005, 0.35
105006, 0.34
105007, 0.57
105008, 0.30
105009, 0.28
105010, 0.35
105011, 0.59
105012, 0.32
105013, 0.28
105014, 0.36
105015, 0.21
105016, 0.49
105017, 0.31
105018, 0.42
105019, 0.28
105020, 0.34
105021, 0.58
105022, 0.42
105023, 0.29
105024, 0.25
105025, 0.41
105026, 0.59
105027, 0.44
105028, 0.27
105029, 0.30
105030, 0.35
105031, 0.52
105032, 0.32
105033, 0.27
105034, 0.27
105035, 0.32
105036, 0.26
105037, 0.29
105038, 0.47
105039, 0.38
105040, 0.45
105041, 0.36
105042, 0.29
105043, 0.27
105044, 0.37
105045, 0.23
105046, 0.29
105047, 0.51
105048, 0.25
105049, 0.34
105050, 0.59
105051, 0.37
105052, 0.27
105053, 0.31
105054, 0.51
105055, 0.32
105056, 0.59
105057, 0.59
105058, 0.59
105059, 0.59
105060, 0.30
105061, 0.23
105062, 0.20
105063, 0.35
105064, 0.37
105065, 0.35
105066, 0.34
105067, 0.32
105068, 0.30
105069, 0.36
105070, 0.51
105071, 0.59
105072, 0.27
105073, 0.40
105074, 0.27
105075, 0.25
105076, 0.42
105077, 0.28
105078, 0.24
105079, 0.24
105080, 0.22
105081, 0.59
105082, 0.43
105083, 0.28
105084, 0.34
105085, 0.30
105086, 0.28
105087, 0.36
105088, 0.34
105089, 0.35
105090, 0.24
105091, 0.27
105092, 0.30
105093, 0.59
105094, 0.34
105095, 0.39
105096, 0.30
105097, 0.35
105098, 0.59
105099, 0.59
105100, 0.53
105101, 0.36
105102, 0.33
105103, 0.33
105104, 0.59
105105, 0.34
105106, 0.35
105107, 0.35
105108, 0.23
105109, 0.38
105110, 0.41
105111, 0.27
105112, 0.25
105113, 0.35
105114, 0.42
105115, 0.59
105116, 0.46
105117, 0.28
105118, 0.29
105119, 0.43
105120, 0.23
105121, 0.37
105122, 0.26
105123, 0.28
105124, 0.30
105125, 0.59
105126, 0.59
105127, 0.28
105128, 0.57
105129, 0.37
105130, 0.43
105131, 0.46
105132, 0.37
105133, 0.22
105134, 0.40
105135, 0.36
105136, 0.29
105137, 0.27
105138, 0.23
105139, 0.52
105140, 0.57
105141, 0.59
105142, 0.46
105143, 0.35
105144, 0.34
105145, 0.59
105146, 0.37
105147, 0.32
105148, 0.34
105149, 0.32
105150, 0.30
105151, 0.35
105152, 0.43
105153, 0.28
105154, 0.28
105155, 0.37
105156, 0.23
105157, 0.39
105158, 0.36
105159, 0.59
105160, 0.30
105161, 0.25
105162, 0.52
105163, 0.33
105164, 0.34
105165, 0.59
105166, 0.26
105167, 0.52
105168, 0.37
105169, 0.33
105170, 0.29
105171, 0.35
105172, 0.30
105173, 0.28
105174, 0.36
105175, 0.28
105176, 0.36
105177, 0.59
105178, 0.48
105179, 0.59
105180, 0.25
105181, 0.35
105182, 0.31
105183, 0.32
105184, 0.38
105185, 0.29
105186, 0.32
105187, 0.45
105188, 0.45
105189, 0.42
105190, 0.37
105191, 0.34
105192, 0.40
105193, 0.31
105194, 0.59
105195, 0.53
105196, 0.43
105197, 0.29
105198, 0.34
105199, 0.40
105200, 0.22
105201, 0.32
105202, 0.52
105203, 0.29
105204, 0.34
105205, 0.42
105206, 0.34
105207, 0.29
105208, 0.35
105209, 0.25
105210, 0.35
105211, 0.36
105212, 0.35
105213, 0.39
105214, 0.37
105215, 0.59
105216, 0.29
105217, 0.40
105218, 0.35
105219, 0.29
105220, 0.22
105221, 0.40
105222, 0.59
105223, 0.24
105224, 0.22
105225, 0.59
105226, 0.59
105227, 0.59
105228, 0.32
105229, 0.34
105230, 0.29
105231, 0.22
105232, 0.34
105233, 0.22
105234, 0.59
105235, 0.32
105236, 0.27
105237, 0.28
105238, 0.30
105239, 0.32
105240, 0.45
105241, 0.55
105242, 0.27
105243, 0.39
105244, 0.27
105245, 0.27
105246, 0.31
105247, 0.27
105248, 0.22
105249, 0.55
105250, 0.46
105251, 0.18
105252, 0.41
105253, 0.34
105254, 0.35
105255, 0.38
105256, 0.33
105257, 0.28
105258, 0.22
105259, 0.39
105260, 0.49
105261, 0.36
105262, 0.47
105263, 0.29
105264, 0.34
105265, 0.59
105266, 0.59
105267, 0.37
105268, 0.25
105269, 0.38
105270, 0.36
105271, 0.31
105272, 0.29
105273, 0.47
105274, 0.49
105275, 0.28
105276, 0.24
105277, 0.27
105278, 0.34
105279, 0.59
105280, 0.31
105281, 0.40
105282, 0.27
105283, 0.36
105284, 0.30
105285, 0.32
105286, 0.33
105287, 0.59
105288, 0.28
105289, 0.27
105290, 0.29
105291, 0.34
105292, 0.49
105293, 0.23
105294, 0.51
105295, 0.26
105296, 0.59
105297, 0.22
105298, 0.22
105299, 0.29
105300, 0.27
105301, 0.27
105302, 0.45
105303, 0.33
105304, 0.38
105305, 0.28
105306, 0.31
105307, 0.38
105308, 0.35
105309, 0.38
105310, 0.28
105311, 0.32
105312, 0.31
105313, 0.56
105314, 0.49
105315, 0.27
105316, 0.32
105317, 0.36
105318, 0.34
105319, 0.35
105320, 0.27
105321, 0.33
105322, 0.34
105323, 0.31
105324, 0.27
105325, 0.59
105326, 0.43
105327, 0.46
105328, 0.41
105329, 0.59
105330, 0.23
105331, 0.20
105332, 0.32
105333, 0.44
105334, 0.40
105335, 0.24
105336, 0.33
105337, 0.33
105338, 0.32
105339, 0.41
105340, 0.40
105341, 0.35
105342, 0.59
105343, 0.37
105344, 0.28
105345, 0.29
105346, 0.33
105347, 0.26
105348, 0.28
105349, 0.33
105350, 0.27
105351, 0.25
105352, 0.26
105353, 0.26
105354, 0.47
105355, 0.33
105356, 0.35
105357, 0.24
105358, 0.34
105359, 0.26
105360, 0.34
105361, 0.21
105362, 0.37
105363, 0.39
105364, 0.33
105365, 0.21
105366, 0.24
105367, 0.27
105368, 0.41
105369, 0.30
105370, 0.42
105371, 0.39
105372, 0.44
105373, 0.59
105374, 0.36
105375, 0.59
105376, 0.59
105377, 0.52
105378, 0.27
105379, 0.35
105380, 0.34
105381, 0.41
105382, 0.37
105383, 0.39
105384, 0.46
105385, 0.44
105386, 0.31
105387, 0.59
105388, 0.24
105389, 0.56
105390, 0.34
105391, 0.46
105392, 0.37
105393, 0.36
105394, 0.22
105395, 0.38
105396, 0.59
105397, 0.29
105398, 0.33
105399, 0.34
105400, 0.59
105401, 0.51
105402, 0.59
105403, 0.35
105404, 0.27
105405, 0.40
105406, 0.27
105407, 0.28
105408, 0.42
105409, 0.27
105410, 0.36
105411, 0.59
105412, 0.33
105413, 0.27
105414, 0.34
105415, 0.26
105416, 0.27
105417, 0.23
105418, 0.35
105419, 0.33
105420, 0.39
105421, 0.29
105422, 0.27
105423, 0.37
105424, 0.40
105425, 0.28
105426, 0.37
105427, 0.34
105428, 0.29
105429, 0.40
105430, 0.27
105431, 0.27
105432, 0.26
105433, 0.29
105434, 0.25
105435, 0.59
105436, 0.34
105437, 0.33
105438, 0.26
105439, 0.40
105440, 0.37
105441, 0.32
105442, 0.27
105443, 0.33
105444, 0.36
105445, 0.34
105446, 0.59
105447, 0.36
105448, 0.48
105449, 0.59
105450, 0.29
105451, 0.31
105452, 0.28
105453, 0.36
105454, 0.29
105455, 0.47
105456, 0.36
105457, 0.25
105458, 0.59
105459, 0.39
105460, 0.21
105461, 0.32
105462, 0.54
105463, 0.27
105464, 0.29
105465, 0.54
105466, 0.25
105467, 0.29
105468, 0.28
105469, 0.38
105470, 0.34
105471, 0.35
105472, 0.36
105473, 0.27
105474, 0.28
105475, 0.29
105476, 0.28
105477, 0.59
105478, 0.54
105479, 0.35
105480, 0.59
105481, 0.35
105482, 0.32
105483, 0.30
105484, 0.27
105485, 0.37
105486, 0.40
105487, 0.28
105488, 0.27
105489, 0.34
105490, 0.59
105491, 0.39
105492, 0.40
105493, 0.35
105494, 0.57
105495, 0.38
105496, 0.32
105497, 0.25
105498, 0.39
105499, 0.59
105500, 0.30
105501, 0.32
105502, 0.59
105503, 0.29
105504, 0.59
105505, 0.36
105506, 0.21
105507, 0.28
105508, 0.39
105509, 0.35
105510, 0.27
105511, 0.31
105512, 0.22
105513, 0.30
105514, 0.59
105515, 0.59
105516, 0.34
105517, 0.27
105518, 0.22
105519, 0.27
105520, 0.59
105521, 0.36
105522, 0.25
105523, 0.27
105524, 0.33
105525, 0.32
105526, 0.39
105527, 0.27
105528, 0.59
105529, 0.30
105530, 0.59
105531, 0.40
105532, 0.30
105533, 0.28
105534, 0.27
105535, 0.35
105536, 0.33
105537, 0.33
105538, 0.27
105539, 0.34
105540, 0.28
105541, 0.40
105542, 0.34
105543, 0.41
105544, 0.47
105545, 0.20
105546, 0.59
105547, 0.51
105548, 0.32
105549, 0.27
105550, 0.48
105551, 0.32
105552, 0.38
105553, 0.21
105554, 0.48
105555, 0.50
105556, 0.43
105557, 0.34
105558, 0.30
105559, 0.29
105560, 0.37
105561, 0.59
105562, 0.30
105563, 0.34
105564, 0.27
105565, 0.37
105566, 0.20
105567, 0.59
105568, 0.55
105569, 0.40
105570, 0.42
105571, 0.41
105572, 0.59
105573, 0.27
105574, 0.31
105575, 0.31
105576, 0.21
105577, 0.27
105578, 0.31
105579, 0.59
105580, 0.42
105581, 0.24
105582, 0.55
105583, 0.27
105584, 0.22
105585, 0.59
105586, 0.31
105587, 0.38
105588, 0.59
105589, 0.34
105590, 0.25
105591, 0.59
105592, 0.46
105593, 0.26
105594, 0.42
105595, 0.25
105596, 0.33
105597, 0.29
105598, 0.30
105599, 0.57
105600, 0.30
105601, 0.40
105602, 0.32
105603, 0.32
105604, 0.59
105605, 0.34
105606, 0.32
105607, 0.28
105608, 0.26
105609, 0.31
105610, 0.34
105611, 0.56
105612, 0.33
